Extracted Text,Reward,Module Name,GoldenSolFull
"module top_module( 
    input a, b, cin,
    output cout, sum );

    // Using a full adder logic with a slightly different approach
    wire ab, a_xor_b, bcin, acin;

    // XOR gates for sum calculation
    xor xor1(a_xor_b, a, b);
    xor xor2(sum, a_xor_b, cin);

    // AND gates for carry out calculation
    and and1(ab, a, b);
    and and2(acin, a, cin);
    and and3(bcin, b, cin);

    // OR gate for final carry out
    or or1(cout, ab, acin, bcin);

endmodule",1.0,Fadd.v,"module top_module( 
    input a, b, cin,
    output cout, sum );
    
    assign sum = a ^ b ^ cin;
    assign cout = a & b | a & cin | b & cin;

endmodule"
"module top_module (
    input clk,
    input shift_ena,
    input count_ena,
    input data,
    output reg [3:0] q);

    always @(posedge clk) begin
        case({shift_ena, count_ena})
            2'b10: q <= {q[2:0], data}; // Shift operation
            2'b01: q <= q - 4'b0001;    // Count operation (decrement)
            default: q <= q;            // No operation
        endcase
    end
endmodule",-0.5,Exams_review2015_shiftcount.v,"module top_module (
    input clk,
    input shift_ena,
    input count_ena,
    input data,
    output [3:0] q);

    always @(posedge clk) begin
        if (shift_ena) begin
            q <= {q[2:0], data};  // an useful skill
        end
        else if (count_ena) begin
            q <= q - 1;
        end
        else begin
            q <= q;
        end
    end

endmodule"
"module top_module (
    input clk,
    input reset,      // Synchronous reset
    output shift_ena);

    reg [2:0] state;
    
    // Define states with local parameters for readability
    localparam c0 = 3'd0,
               c1 = 3'd1,
               c2 = 3'd2,
               c3 = 3'd3,
               c4 = 3'd4;

    // State transition logic with synchronous reset
    always @(posedge clk) begin
        if (reset) begin
            // Move to c1 if reset is high, regardless of current state
            state <= c1;
        end else begin
            // Cycle through states c0 to c4
            case (state)
                c0: state <= c1;
                c1: state <= c2;
                c2: state <= c3;
                c3: state <= c4;
                c4: state <= c0;
                default: state <= c0; // Safe state
            endcase
        end
    end

    // Enable shift operation for states c1 to c4
    assign shift_ena = (state != c0);

endmodule",-0.5,Exams_review2015_fsmshift.v,"module top_module (
    input clk,
    input reset,      // Synchronous reset
    output shift_ena);
    
    parameter c0=3'd0, c1=3'd1, c2=3'd2, c3=3'd3, c4=3'd4;
    reg [2:0]   state, next_state;
    
    always@(*) begin
        case(state)
            c0:     next_state = reset ? c1 : c0;
            c1:     next_state = c2;
            c2:     next_state = c3;
            c3:     next_state = c4;
            c4:     next_state = c0;
        endcase
    end
    
    always@(posedge clk) begin
       state <= next_state; 
    end
    
    assign shift_ena = (state==c1 || state==c2 || state==c3 || state==c4);
    
endmodule"
"module top_module (
    input clk,
    input reset,      // Synchronous reset
    input data,
    output start_shifting);

    // State encoding
    localparam A = 3'b000,
               B = 3'b001,
               C = 3'b010,
               D = 3'b011,
               E = 3'b100;

    // State and next state variables
    reg [2:0] current_state = A, next_state;

    // State transition logic
    always @(posedge clk) begin
        if (reset) begin
            current_state <= A; // Reset to initial state
        end else begin
            current_state <= next_state; // Move to next state
        end
    end

    // Next state logic
    always @(*) begin
        case (current_state)
            A: next_state = data ? B : A;
            B: next_state = data ? C : A;
            C: next_state = data ? C : D;
            D: next_state = data ? E : A;
            E: next_state = data ? E : E;
            default: next_state = A; // Default case to handle unexpected states
        endcase
    end

    // Output logic
    assign start_shifting = (current_state == E);

endmodule",-0.5,Exams_review2015_fsmseq.v,"module top_module (
    input clk,
    input reset,      // Synchronous reset
    input data,
    output start_shifting);

    parameter a = 0, b = 1, c = 2, d = 3, e = 4;
    reg [2:0] state, next_state;

    always @(*) begin
        case (state)
            a: next_state = data ? b : a;
            b: next_state = data ? c : a;
            c: next_state = data ? c : d;
            d: next_state = data ? e : a;
            e: next_state = data ? e : e;
        endcase
    end
    always @(posedge clk) begin
        if (reset) begin
            state <= a;
        end
        else begin
            state <= next_state;
        end
    end

    assign start_shifting = (state == e);

endmodule"
"module top_module (
    input clk,
    input reset,      // Synchronous reset
    input data,
    output reg shift_ena,
    output reg counting,
    input done_counting,
    output reg done,
    input ack );

    // State encoding
    typedef enum reg [3:0] {
        idle    = 4'd0,
        s1      = 4'd1,
        s11     = 4'd2,
        s110    = 4'd3,
        b0      = 4'd4,
        b1      = 4'd5,
        b2      = 4'd6,
        b3      = 4'd7,
        count   = 4'd8,
        waiting = 4'd9
    } state_t;
    
    state_t state, next_state;
    
    // Next state logic
    always @(*) begin
        case(state)
            idle: next_state = data ? s1 : idle;
            s1: next_state = data ? s11 : idle;
            s11: next_state = data ? s11 : s110;
            s110: next_state = data ? b0 : idle;
            b0: next_state = b1;
            b1: next_state = b2;
            b2: next_state = b3;
            b3: next_state = count;
            count: next_state = done_counting ? waiting : count;
            waiting: next_state = ack ? idle : waiting;
            default: next_state = idle;
        endcase
    end

    // State transition logic
    always @(posedge clk) begin
        if (reset) begin
            state <= idle;
        end else begin
            state <= next_state;
        end
    end

    // Output logic
    always @(*) begin
        // Default output values
        shift_ena = 1'b0;
        counting = 1'b0;
        done = 1'b0;
        
        case(state)
            b0, b1, b2, b3: shift_ena = 1'b1;
            count: counting = 1'b1;
            waiting: done = 1'b1;
        endcase
    end

endmodule",-1.0,Exams_review2015_fsm.v,"module top_module (
    input clk,
    input reset,      // Synchronous reset
    input data,
    output shift_ena,
    output counting,
    input done_counting,
    output done,
    input ack );

    parameter idle=4'd0, s1=4'd1, s11=4'd2, s110=4'd3, b0=4'd4, b1=4'd5, b2=4'd6, b3=4'd7, count=4'd8, waiting=4'd9;
    reg [3:0]   state, next_state;
    
    always@(*) begin
        case(state)
            idle: begin
                if(data==1'b0)
                    next_state = idle;
                else
                    next_state = s1;
            end
            s1: begin
                if(data==1'b0)
                    next_state = idle;
                else
                    next_state = s11;
            end
            s11: begin
                if(data==1'b0)
                    next_state = s110;
                else
                    next_state = s11;
            end
            s110: begin
                if(data==1'b0)
                    next_state = idle;
                else
                    next_state = b0;
            end
            b0:     next_state = b1;
            b1:     next_state = b2;
            b2:     next_state = b3;
            b3:     next_state = count;
            count: begin
                if(done_counting)
                    next_state = waiting;
                else
                    next_state = count;
            end
            waiting: begin
                if(ack)
                    next_state = idle;
                else
                    next_state = waiting;
            end
        endcase
    end
    
    always@(posedge clk) begin
        if(reset)
            state <= idle;
        else
            state <= next_state;
    end
    
    assign  shift_ena = (state==b0 || state==b1|| state==b2 || state==b3);
    assign  counting = (state==count);
    assign  done = (state==waiting);
    
endmodule"
"module top_module (
    input clk,
    input reset,      // Synchronous reset
    input data,
    output reg [3:0] count,
    output counting,
    output done,
    input ack );

    // State Definitions
    localparam IDLE = 4'd0, S1 = 4'd1, S2 = 4'd2, S3 = 4'd3, 
               B0 = 4'd4, B1 = 4'd5, B2 = 4'd6, B3 = 4'd7, 
               COUNTS = 4'd8, WAITING = 4'd9;

    // State Registers
    reg [3:0] current_state = IDLE, next_state = IDLE;

    // Counter for COUNTS state
    reg [9:0] counter = 0;

    // State Transition Logic
    always @(posedge clk) begin
        if (reset) current_state <= IDLE;
        else current_state <= next_state;
    end

    // Next State Logic
    always @(*) begin
        case (current_state)
            IDLE:    next_state = data ? S1 : IDLE;
            S1:      next_state = data ? S2 : IDLE;
            S2:      next_state = data ? S2 : S3;
            S3:      next_state = data ? B0 : IDLE;
            B0:      next_state = B1;
            B1:      next_state = B2;
            B2:      next_state = B3;
            B3:      next_state = COUNTS;
            COUNTS:  next_state = (count == 0 && counter == 999) ? WAITING : COUNTS;
            WAITING: next_state = ack ? IDLE : WAITING;
            default: next_state = IDLE;
        endcase
    end

    // Output Logic and Counter Logic
    always @(posedge clk) begin
        if (reset) begin
            count <= 0;
            counter <= 0;
        end else begin
            case (current_state)
                B0: count[3] <= data;
                B1: count[2] <= data;
                B2: count[1] <= data;
                B3: count[0] <= data;
                COUNTS: begin
                    if (counter < 999) counter <= counter + 1;
                    else begin
                        count <= count - 1;
                        counter <= 0;
                    end
                end
                default: begin
                    if (current_state != COUNTS) counter <= 0;
                end
            endcase
        end
    end

    // Output Assignments
    assign counting = (current_state == COUNTS);
    assign done = (current_state == WAITING);

endmodule",-0.5,Exams_review2015_fancytimer.v,"module top_module (
    input clk,
    input reset,      // Synchronous reset
    input data,
    output [3:0] count,
    output counting,
    output done,
    input ack );

    parameter idle = 0, s1 = 1, s2 = 2, s3 = 3, b0 = 4, b1 = 5;
    parameter b2 = 6, b3 = 7, counts = 8, waiting = 9;
    reg [3:0] state, next_state;
    reg [9:0] counter;

    always @(*) begin
        case (state)
            idle:   next_state = data ? s1 : idle;
            s1:     next_state = data ? s2 : idle;
            s2:     next_state = data ? s2 : s3;
            s3:     next_state = data ? b0 : idle;
            b0:     next_state = b1;
            b1:     next_state = b2;
            b2:     next_state = b3;
            b3:     next_state = counts;
            counts: next_state = (count == 0 && counter == 999) ? waiting : counts;
            waiting:next_state = ack ? idle : waiting;
        endcase
    end

    always @(posedge clk) begin
        if (reset) begin
            count <= 0;
            counter <= 0;
        end
        else begin
            case (state)
                b0: count[3] <= data;
                b1: count[2] <= data;
                b2: count[1] <= data;
                b3: count[0] <= data;
                counts: begin
                    if (count >= 0) begin
                        if (counter < 999) begin
                            counter <= counter + 1;
                        end
                        else begin
                            count <= count - 1;
                            counter <= 0;
                        end
                    end
                end
                default: counter <= 0;
            endcase
        end
    end

    always @(posedge clk) begin
        if (reset) begin
            state <= idle;
        end
        else begin
            state <= next_state;
        end
    end

    assign counting = (state == counts);
    assign done = (state == waiting);

endmodule"
"module top_module (
    input clk,
    input reset,
    output reg [9:0] q);

    // Use a different style of always block with nonblocking assignment
    always @(posedge clk or posedge reset) begin
        if (reset) begin
            q <= 10'd0; // Explicit decimal notation for clarity
        end
        else begin
            // Use a ternary operator for compactness
            q <= (q == 10'd999) ? 10'd0 : q + 10'd1;
        end
    end

endmodule",-0.5,Exams_review2015_count1k.v,"module top_module (
    input clk,
    input reset,
    output [9:0] q);

    always @(posedge clk) begin
        if (reset) begin
            q <= 0;
        end
        else if (q == 999) begin
            q <= 0;
        end
        else begin
            q <= q + 1;
        end
    end

endmodule"
"module top_module (
    input clk,
    input d, 
    input r,   // synchronous reset
    output reg q); // Declare q as reg since it's being assigned in an always block
    
    always @(posedge clk) begin
        q <= r ? 0 : d; // Ternary operator for compact implementation
    end

endmodule",-0.5,Exams_m2014_q4c.v,"module top_module (
    input clk,
    input d, 
    input r,   // synchronous reset
    output q);
    
    always @(posedge clk) begin
        if(r) begin
            q <= 0;
        end
        else begin
            q <= d;
        end
    end

endmodule"
"module top_module (
    input clk,
    input d,
    input ar,   // asynchronous reset
    output reg q);

    always @(posedge clk or posedge ar) begin
        if(ar) q <= 1'b0; // Reset q to 0 asynchronously
        else q <= d; // On clock edge, assign d to q
    end
endmodule",-0.5,Exams_m2014_q4b.v,"module top_module (
    input clk,
    input d, 
    input ar,   // asynchronous reset
    output q);

    always @(posedge clk or posedge ar) begin
        if(ar) begin
            q <= 0;
        end
        else begin
            q <= d;
        end
    end
    
endmodule"
"module top_module (
    input d, 
    input ena,
    output reg q);

    always @(ena or d) begin
        if (ena) q = d;
    end

endmodule",1.0,Exams_m2014_q4a.v,"module top_module (
    input d, 
    input ena,
    output q);
    
    always @(*) begin
        if (ena) begin
            q <= d;
        end
    end

endmodule"
"module top_module (
    input [4:1] x, 
    output f );

    // Implementing using De Morgan's laws and simplification to achieve the same functionality in a unique way
    wire a, b, c, d;
    
    // Original conditions inverted for De Morgan's application
    assign a = x[2] | x[3] | ~x[4]; // Inverse of (~x[2] & ~x[3] & x[4])
    assign b = x[1] | ~x[2] | x[3] | ~x[4]; // Inverse of (~x[1] & x[2] & ~x[3] & x[4])
    assign c = ~x[1] | ~x[2] | ~x[3] | x[4]; // Inverse of (x[1] & x[2] & x[3] & ~x[4])
    assign d = x[1] | ~x[2] | x[3] | x[4]; // Inverse of (~x[1] & x[2] & ~x[3] & ~x[4])
    
    // Applying De Morgan's law to get the final output
    assign f = ~(~a & ~b & ~c & ~d);

endmodule",-0.5,Exams_m2014_q3.v,"module top_module (
    input [4:1] x, 
    output f );
    
    assign f = ~((~x[2] & ~x[3] & x[4]) | (~x[1] & x[2] & ~x[3] & x[4]) | (x[1] & x[2] & x[3] & ~x[4]) | (~x[1] & x[2] & ~x[3] & ~x[4]));

endmodule"
"module top_module (
    input clk,
    input reset,
    output reg OneHertz,
    output reg [2:0] c_enable
);

    reg [3:0] q0, q1, q2;

    // Counter for q0
    always @(posedge clk or posedge reset) begin
        if (reset) q0 <= 0;
        else if (c_enable[0]) begin
            if (q0 == 9) q0 <= 0;
            else q0 <= q0 + 1;
        end
    end

    // Counter for q1
    always @(posedge clk or posedge reset) begin
        if (reset) q1 <= 0;
        else if (c_enable[1]) begin
            if (q1 == 9) q1 <= 0;
            else q1 <= q1 + 1;
        end
    end

    // Counter for q2
    always @(posedge clk or posedge reset) begin
        if (reset) q2 <= 0;
        else if (c_enable[2]) begin
            if (q2 == 9) q2 <= 0;
            else q2 <= q2 + 1;
        end
    end

    // Generate c_enable signals
    always @(*) begin
        c_enable[0] = 1'b1; // Always enable q0 counter
        c_enable[1] = (q0 == 9); // Enable q1 counter when q0 reaches 9
        c_enable[2] = (q0 == 9) && (q1 == 9); // Enable q2 counter when q0 and q1 reach 9
    end

    // Generate OneHertz signal
    always @(*) begin
        OneHertz = (q0 == 9) && (q1 == 9) && (q2 == 9);
    end

endmodule",-0.5,Exams_ece241_2014_q7b.v,"module top_module (
    input clk,
    input reset,
    output OneHertz,
    output [2:0] c_enable
); //
    
    wire [3:0] q0, q1, q2;

    bcdcount counter0 (clk, reset, c_enable[0], q0);
    bcdcount counter1 (clk, reset, c_enable[1], q1);
    bcdcount counter2 (clk, reset, c_enable[2], q2);

    assign c_enable = {(q1 == 4'd9) && (q0 == 4'd9), q0 == 4'd9, 1'b1};
    assign OneHertz = (q2 == 4'd9) && (q1 == 4'd9) && (q0 == 4'd9);
    
endmodule"
"module top_module (
    input clk,
    input reset,
    input enable,
    output reg [3:0] Q,
    output c_enable,
    output reg c_load,
    output [3:0] c_d
);
    // Directly assign c_enable to enable, as in the original module
    assign c_enable = enable;
    
    // Simplify c_d assignment logic based on c_load
    assign c_d = {4{c_load}}; // If c_load is 1, c_d will be 4'b1111, else 4'b0000
    
    // Use a single always block for both Q and c_load logic
    always @(posedge clk or posedge reset) begin
        if(reset) begin
            Q <= 4'b0001; // Initialize Q to 1 on reset
            c_load <= 1'b1; // Set c_load high on reset
        end
        else if(enable) begin
            if(Q == 4'd12) begin // When Q reaches 12
                Q <= 4'b0001; // Reset Q to 1
                c_load <= 1'b1; // Set c_load high
            end
            else begin
                Q <= Q + 1; // Increment Q
                c_load <= 1'b0; // Keep c_load low unless Q is 12
            end
        end
        else begin
            c_load <= 1'b0; // Ensure c_load is low when not enabled
        end
    end

    // The instantiation of count4 is omitted as it's not defined within the scope of this task.
    // It's assumed to be an external module that handles counting based on the inputs provided.
    // count4 the_counter (clk, c_enable, c_load, c_d, Q); // Assuming Q is connected to an input of count4

endmodule",-0.5,Exams_ece241_2014_q7a.v,"module top_module (
    input clk,
    input reset,
    input enable,
    output [3:0] Q,
    output c_enable,
    output c_load,
    output [3:0] c_d
); //
    wire [3:0] Q_tmp;
    assign c_enable = enable;
    assign c_d = c_load ? 1 : 0;
    always @(posedge clk) begin
        if(reset) begin
            Q <= 1;
            Q_tmp <= 1;
        end
        else begin
            if(enable) begin
                if(Q == 12) begin
                    Q <= 1;
                    Q_tmp <= 1;
                end
                else begin
                    Q <= Q + 1;
                    Q_tmp <= Q_tmp + 1;
                end
            end
        end
    end
    
    always @(*) begin
        if(reset || (Q == 12 && c_enable)) begin
            c_load <= 1;
        end
        else begin
            c_load <= 0;
        end
    end

    count4 the_counter (clk, c_enable, c_load, c_d, Q_tmp);

endmodule
"
"module top_module (
    input clk,
    input areset,
    input x,
    output reg z
);
    // State encoding
    localparam S0 = 2'b00, S1 = 2'b01, S2 = 2'b10;

    // State and next state variables
    reg [1:0] current_state, next_state;

    // Sequential logic for state transition
    always @(posedge clk or posedge areset) begin
        if (areset)
            current_state <= S0; // Reset to initial state
        else
            current_state <= next_state; // Transition to next state
    end

    // Combinational logic for next state and output logic
    always @(*) begin
        // Default assignments
        next_state = current_state; // Stay in current state unless conditions met
        z = 1'b0; // Default output

        // State transition logic
        case (current_state)
            S0: begin
                if (x) begin
                    next_state = S1; // Transition to S1 if x is 1
                end
                // Output is 0 in S0
            end
            S1: begin
                if (x) begin
                    next_state = S2; // Transition to S2 if x is 1
                end
                z = 1'b1; // Output is 1 in S1
            end
            S2: begin
                if (!x) begin
                    next_state = S1; // Transition back to S1 if x is 0
                end
                // Output is 0 in S2
            end
            default: begin
                next_state = S0; // Default to S0 on undefined states
            end
        endcase
    end

endmodule",-0.5,Exams_ece241_2014_q5a.v,"module top_module (
    input clk,
    input areset,
    input x,
    output z
); 
    
    parameter S0 = 0, S1 = 1, S2 = 2;
    reg [1:0] state;
    reg [1:0] next_state;
    
    always @(*) begin
        case(state)
            S0 : begin
                next_state = x ? S1 : S0;
                z = 1'b0;
            end
            
            S1 : begin
                next_state = x ? S2 : S1;
                z = 1'b1;
            end
            
            S2 : begin
                next_state = x ? S2 : S1;
                z = 1'b0;
            end
            default : begin
                next_state = S0;
                z = 1'b0;
            end
        endcase
    end
    
    always @(posedge clk or posedge areset) begin
        if(areset)  
            state <= S0;
        else
            state <= next_state;
    end
    

endmodule"
"module top_module (
    input c,
    input d,
    output [3:0] mux_in
);

    // Implementing the functionality using continuous assignment with a different approach
    wire not_d = ~d;
    wire c_or_d = c | d;
    wire c_and_d = c & d;

    assign mux_in = {c_and_d, 1'b0, not_d, c_or_d};

endmodule",-0.5,Exams_ece241_2014_q3.v,"module top_module (
    input c,
    input d,
    output [3:0] mux_in
); 
    
    assign mux_in[0] = c | d;
    assign mux_in[1] = 0;
    assign mux_in[2] = ~d;
    assign mux_in[3] = c & d;

endmodule"
"module top_module (
    input [7:0] a,
    input [7:0] b,
    output [7:0] s,
    output overflow
);

    // Intermediate sum without considering the carry
    wire [7:0] raw_sum;
    // Carry out of the most significant bit (MSB)
    wire carry_out;
    // Carry into the MSB
    wire carry_in;

    assign raw_sum = a + b;
    assign s = raw_sum; // The sum is directly the result of adding a and b

    // Carry into the MSB is the bit 6 carry out
    assign carry_in = (a[6:0] + b[6:0]) > 7'h7F;
    // Carry out of the MSB is based on adding including the MSB
    assign carry_out = (a + b) > 8'hFF;

    // Overflow occurs if carry in and carry out of the MSB are different
    assign overflow = carry_in ^ carry_out;

endmodule",-0.5,Exams_ece241_2014_q1c.v,"module top_module (
    input [7:0] a,
    input [7:0] b,
    output [7:0] s,
    output overflow
); //
 
    assign s = a + b;
    assign overflow = (a[7] == b[7] && a[7] != s[7]) ? 1 : 0;

endmodule"
"module top_module (
    input clk,
    input j,
    input k,
    output reg Q);

    always @(posedge clk) begin
        // Implementing the JK flip-flop characteristic equation directly
        Q <= (j & ~Q) | (~k & Q);
    end

endmodule",-0.5,Exams_ece241_2013_q7.v,"module top_module (
    input clk,
    input j,
    input k,
    output Q); 
    
    always @(posedge clk) begin
        if(!j) begin
            Q <= k ? j : Q;
        end
        else begin
            Q <= k ? ~Q : j;
        end
    end

endmodule"
"module top_module (
    input clk,
    input reset,
    input [3:1] s,
    output reg fr3,
    output reg fr2,
    output reg fr1,
    output reg dfr
);

    // State encoding
    parameter A2 = 3'd0, B1 = 3'd1, B2 = 3'd2, C1 = 3'd3, C2 = 3'd4, D1 = 3'd5;
    reg [2:0] state, nextState;

    // State transition logic
    always @(posedge clk or posedge reset) begin
        if (reset) begin
            state <= A2;
        end else begin
            state <= nextState;
        end
    end

    // Next state logic
    always @(*) begin
        case (state)
            A2: nextState = s[1] ? B1 : A2;
            B1: nextState = s[2] ? C1 : (s[1] ? B1 : A2);
            B2: nextState = s[2] ? C1 : (s[1] ? B2 : A2);
            C1: nextState = s[3] ? D1 : (s[2] ? C1 : B2);
            C2: nextState = s[3] ? D1 : (s[2] ? C2 : B2);
            D1: nextState = s[3] ? D1 : C2;
            default: nextState = A2; // Default to initial state on invalid state
        endcase
    end

    // Output logic
    always @(state) begin
        case (state)
            A2: {fr3, fr2, fr1, dfr} = 4'b1111;
            B1: {fr3, fr2, fr1, dfr} = 4'b0110;
            B2: {fr3, fr2, fr1, dfr} = 4'b0111;
            C1: {fr3, fr2, fr1, dfr} = 4'b0010;
            C2: {fr3, fr2, fr1, dfr} = 4'b0011;
            D1: {fr3, fr2, fr1, dfr} = 4'b0000;
            default: {fr3, fr2, fr1, dfr} = 4'bxxxx; // Undefined state
        endcase
    end

endmodule",-0.5,Exams_ece241_2013_q4.v,"module top_module (
    input clk,
    input reset,
    input [3:1] s,
    output fr3,
    output fr2,
    output fr1,
    output dfr
); 

    parameter A2 = 0, B1 = 1, B2 = 2, C1 = 3, C2 = 4, D1 = 5;
    reg [2:0] state, next;

    always @(posedge clk) begin
        if (reset) begin
            state <= A2;
        end
        else begin
            state <= next;
        end
    end

    always @(*) begin
        case (state)
            A2: next = s[1] ? B1 : A2;
            B1: next = s[2] ? C1 : (s[1] ? B1 : A2);
            B2: next = s[2] ? C1 : (s[1] ? B2 : A2);
            C1: next = s[3] ? D1 : (s[2] ? C1 : B2);
            C2: next = s[3] ? D1 : (s[2] ? C2 : B2);
            D1: next = s[3] ? D1 : C2;
            default: next = 3'bxxx;
        endcase
    end

    always @(*) begin
        case (state)
            A2: {fr3, fr2, fr1, dfr} = 4'b1111;
            B1: {fr3, fr2, fr1, dfr} = 4'b0110;
            B2: {fr3, fr2, fr1, dfr} = 4'b0111;
            C1: {fr3, fr2, fr1, dfr} = 4'b0010;
            C2: {fr3, fr2, fr1, dfr} = 4'b0011;
            D1: {fr3, fr2, fr1, dfr} = 4'b0000;
            default: {fr3, fr2, fr1, dfr} = 4'bxxxx;
        endcase
    end

endmodule
"
"module top_module (
    input a,
    input b,
    input c,
    input d,
    output out_sop,
    output out_pos
);

    wire not_a, not_b;
    wire term1, term2, term3;
    
    // Inverting inputs where necessary
    assign not_a = ~a;
    assign not_b = ~b;
    
    // Breaking down the SOP expression into terms
    assign term1 = not_a & not_b & c;
    assign term2 = b & c & d;
    assign term3 = a & c & d;
    
    // Combining the terms to form the original SOP expression
    assign out_sop = term1 | term2 | term3;
    
    // Since out_pos is the same as out_sop, we directly assign it
    assign out_pos = out_sop;

endmodule",1.0,Exams_ece241_2013_q2.v,"module top_module (
    input a,
    input b,
    input c,
    input d,
    output out_sop,
    output out_pos
); 
    
    assign out_sop = (~a & ~b & c) | (b & c & d) | (a & c & d);
    assign out_pos = out_sop;

endmodule"
"module top_module (
    input [3:0] SW,
    input [3:0] KEY,
    output reg [3:0] LEDR
);

// Intermediate wires to hold the multiplexer outputs before they are latched by the DFF
wire [3:0] mux_out;

// Implementing the multiplexer logic directly
assign mux_out[3] = KEY[1] ? (KEY[2] ? SW[3] : LEDR[3]) : (KEY[2] ? KEY[3] : LEDR[3]);
assign mux_out[2] = KEY[1] ? (KEY[2] ? SW[2] : LEDR[2]) : (KEY[2] ? LEDR[3] : LEDR[2]);
assign mux_out[1] = KEY[1] ? (KEY[2] ? SW[1] : LEDR[1]) : (KEY[2] ? LEDR[2] : LEDR[1]);
assign mux_out[0] = KEY[1] ? (KEY[2] ? SW[0] : LEDR[0]) : (KEY[2] ? LEDR[1] : LEDR[0]);

// D flip-flop behavior implemented using always block
always @(posedge KEY[0]) begin
    LEDR <= mux_out;
end

endmodule",-0.5,Exams_2014_q4b.v,"module top_module (
    input [3:0] SW,
    input [3:0] KEY,
    output [3:0] LEDR
); //
    
    MUXDFF ins0(SW[3], KEY[0], KEY[1], KEY[2], KEY[3], LEDR[3]);
    MUXDFF ins1(SW[2], KEY[0], KEY[1], KEY[2], LEDR[3], LEDR[2]);
    MUXDFF ins2(SW[1], KEY[0], KEY[1], KEY[2], LEDR[2], LEDR[1]);
    MUXDFF ins3(SW[0], KEY[0], KEY[1], KEY[2], LEDR[1], LEDR[0]);

endmodule

module MUXDFF (
    input R,
    input clk,
    input E,
    input L,
    input w,
    output out
);
    wire [1:0] mid;
    assign mid[0] = E ? w : out;
    assign mid[1] = L ? R : mid[0];
    
    always @(posedge clk) begin
        out <= mid[1];
    end

endmodule"
"module top_module (
    input clk,
    input reset,   // Synchronous reset
    input s,
    input w,
    output reg z
);

    // State Definitions
    parameter IDLE = 1'b0, ACTIVE = 1'b1;
    reg state, next_state;

    // Combined w_new and count into a single 4-bit register for compactness
    // The 3 LSBs are used for w_new, and the MSB as a simplified count
    reg [3:0] w_count;

    // Next State Logic
    always @(*) begin
        case (state)
            IDLE: next_state = s ? ACTIVE : IDLE;
            ACTIVE: next_state = ACTIVE; // Remains in ACTIVE state once entered
            default: next_state = IDLE;
        endcase
    end

    // State Update and w_count Logic
    always @(posedge clk) begin
        if (reset) begin
            state <= IDLE;
            w_count <= 0;
            z <= 0; // Ensure z is properly reset
        end
        else begin
            state <= next_state;
            if (next_state == ACTIVE) begin
                // Shift w into w_new and manage count within the same register
                w_count <= {w_count[2:0], w};
                
                // Check for specific patterns and count == 1 (encoded within w_count[3])
                // Note: w_count[3] toggles every cycle in ACTIVE state, acting as a 2-cycle counter
                if (!w_count[3] && (w_count[2:0] == 3'b011 || w_count[2:0] == 3'b110 || w_count[2:0] == 3'b101)) begin
                    z <= 1;
                end
                else begin
                    z <= 0;
                end
                // Toggle the count bit
                w_count[3] <= ~w_count[3];
            end
        end
    end

endmodule",-0.5,Exams_2014_q3fsm.v,"module top_module (
    input clk,
    input reset,   // Synchronous reset
    input s,
    input w,
    output z
);

    parameter A = 0, B = 1;
    reg [2:0] state, next_state;
    reg [2:0] w_new;
    reg [2:0] count;

    always @(*) begin
        case ({state, s})
            // there will be a wrong message, if write like {A, 0}
            {A, 1'b0}: next_state = A;
            {A, 1'b1}: next_state = B;
            {B, 1'b0}: next_state = B;
            {B, 1'b1}: next_state = B;
        endcase
    end

    always @(posedge clk) begin
        if (reset) begin
            state <= A;
        end
        else begin
            state <= next_state;
        end
    end

    always @(posedge clk) begin
        if (reset) begin
            w_new <= 0;
        end
        else if (next_state == B) begin
            w_new <= {w_new[1:0], w};
        end
    end

    always @(posedge clk) begin
        if (reset) begin
            count <= 0;
        end
        else if (next_state == B) begin
            if (count == 3) begin
                count <= 1;
            end
            else begin
                count <= count + 1;
            end
        end
    end

    assign z = (count == 1 && (w_new == 3'b011 || w_new == 3'b110 || w_new == 3'b101));

endmodule"
